filename,start_time,occurring_time,end_time,material,action_type,effect
2015-09-29-14-34-21-197_denoised_425.mp4,15.985686998999999,16.985687,17.985687001,grass,hit,scatter
2015-09-29-14-34-21-197_denoised_438.mp4,16.497540998999998,17.497541,18.497541001,grass,hit,scatter
2015-09-29-14-34-21-197_denoised_450.mp4,16.962510999,17.962511,18.962511001,dirt,hit,scatter
2015-09-29-14-34-21-197_denoised_461.mp4,17.433051999,18.433052,19.433052001,dirt,hit,scatter
2015-09-29-14-34-21-197_denoised_474.mp4,17.920468999,18.920469,19.920469001,leaf,hit,None
2015-09-29-14-34-21-197_denoised_487.mp4,18.450551998999998,19.450552,20.450552001,grass,hit,scatter
2015-09-29-14-34-21-81_denoised_95.mp4,2.796874999,3.796875,4.796875001,dirt,hit,scatter
2015-09-29-14-34-21-81_denoised_109.mp4,3.3230209989999997,4.323021,5.323021001,wood,hit,static
2015-09-29-14-34-21-81_denoised_121.mp4,3.838811999,4.838812,5.838812001,wood,hit,static
2015-09-29-14-34-21-81_denoised_135.mp4,4.367541999,5.367542,6.367542001,wood,hit,static
2015-09-29-14-34-21-81_denoised_148.mp4,4.883562999,5.883563,6.883563001,wood,hit,static
2015-09-29-14-34-21-81_denoised_160.mp4,5.397343999,6.397344,7.3973440010000004,wood,hit,static
2015-09-29-14-34-21-81_denoised_186.mp4,6.410874999,7.410875,8.410875001,wood,hit,static
2015-09-29-14-34-21-81_denoised_199.mp4,6.926843999,7.926844,8.926844001,wood,hit,static
2015-09-29-14-34-21-81_denoised_225.mp4,7.961114998999999,8.961115,9.961115001,dirt,hit,scatter
2015-09-29-14-34-21-81_denoised_250.mp4,8.994051999,9.994052,10.994052001,wood,hit,static
2015-09-29-14-34-21-81_denoised_276.mp4,10.001270998999999,11.001271,12.001271001,wood,hit,static
2015-09-29-14-34-21-81_denoised_287.mp4,10.470562999,11.470563,12.470563001,dirt,hit,static
2015-09-29-14-34-21-81_denoised_311.mp4,11.437937999,12.437938,13.437938001000001,dirt,hit,scatter
2015-09-29-14-34-21-81_denoised_324.mp4,11.927426999,12.927427,13.927427001,wood,hit,static
2015-09-29-14-34-21-81_denoised_336.mp4,12.409510999,13.409511,14.409511001,wood,hit,static
2015-09-29-14-34-21-81_denoised_359.mp4,13.333968999,14.333969,15.333969001,None,hit,static
2015-09-29-14-34-21-81_denoised_370.mp4,13.787218999,14.787219,15.787219001,dirt,hit,static
2015-09-29-14-34-21-81_denoised_382.mp4,14.249332999,15.249333,16.249333001,dirt,hit,scatter
2015-09-29-14-34-21-81_denoised_394.mp4,14.725853999,15.725854,16.725854001,dirt,hit,scatter
2015-09-29-14-34-21-81_denoised_404.mp4,15.135728999000001,16.135729,17.135729001,dirt,scratch,scatter
2015-09-29-14-34-21-81_denoised_453.mp4,17.111896999,18.111897,19.111897001,dirt,scratch,scatter
2015-09-29-14-34-21-81_denoised_478.mp4,18.082833998999998,19.082834,20.082834001,grass,hit,scatter
2015-09-29-14-34-21-81_denoised_489.mp4,18.552009999,19.55201,20.552010001,dirt,hit,scatter
2015-09-29-14-34-21-81_denoised_500.mp4,18.999915999,19.999916,20.999916001,dirt,hit,scatter
2015-09-29-14-34-21-81_denoised_512.mp4,19.462176999,20.462177,21.462177001,wood,hit,None
2015-09-29-14-34-21-81_denoised_523.mp4,19.903405999,20.903406,21.903406001,wood,hit,static
2015-09-29-14-34-21-81_denoised_534.mp4,20.346623999,21.346624,22.346624001,dirt,hit,scatter
2015-09-29-14-34-21-81_denoised_556.mp4,21.224208999,22.224209,23.224209001,None,hit,rigid-motion
2015-09-29-14-34-21-81_denoised_600.mp4,22.965114999,23.965115,24.965115001,dirt,hit,scatter
2015-09-29-14-34-21-81_denoised_611.mp4,23.407489999,24.40749,25.407490001,dirt,hit,scatter
2015-09-29-14-34-21-81_denoised_621.mp4,23.817697999,24.817698,25.817698001,dirt,hit,scatter
2015-09-29-14-34-21-81_denoised_631.mp4,24.235894999,25.235895,26.235895001,wood,hit,scatter
2015-09-29-14-34-21-81_denoised_662.mp4,25.460530999,26.460531,27.460531001,dirt,hit,scatter
2015-09-29-14-34-21-81_denoised_672.mp4,25.877488999,26.877489,27.877489001,dirt,hit,scatter
2015-09-29-14-34-21-81_denoised_705.mp4,27.180884999,28.180885,29.180885001,dirt,scratch,scatter
2015-09-29-14-34-21-81_denoised_716.mp4,27.617822999,28.617823,29.617823001,dirt,hit,scatter
2015-09-29-14-34-21-81_denoised_726.mp4,28.035613999,29.035614,30.035614001,dirt,hit,scatter
2015-09-29-14-34-21-81_denoised_748.mp4,28.887645999,29.887646,30.887646001,wood,scratch,scatter
2015-09-29-14-34-21-81_denoised_757.mp4,29.266749998999998,30.26675,31.266750001,dirt,scratch,scatter
2015-03-25-01-01-53_denoised_56.mp4,1.2176879989999998,2.217688,3.217688001,cloth,hit,None
2015-03-25-01-01-53_denoised_77.mp4,2.048749999,3.04875,4.048750001,cloth,hit,deform
2015-03-25-01-01-53_denoised_98.mp4,2.896687999,3.896688,4.896688001,cloth,hit,static
2015-03-25-01-01-53_denoised_136.mp4,4.408499999,5.4085,6.408500001,cloth,hit,deform
2015-03-25-01-01-53_denoised_176.mp4,6.007343999,7.007344,8.007344001,wood,hit,static
2015-03-25-01-01-53_denoised_203.mp4,7.089999999,8.09,9.090000001,wood,hit,static
2015-03-25-01-01-53_denoised_241.mp4,8.609884999,9.609885,10.609885001,wood,hit,static
2015-03-25-01-01-53_denoised_319.mp4,11.747707999,12.747708,13.747708001,wood,scratch,static
2015-03-25-01-01-53_denoised_361.mp4,13.421311999,14.421312,15.421312001,wood,scratch,static
2015-03-25-01-01-53_denoised_380.mp4,14.198416998999999,15.198417,16.198417001,wood,scratch,static
2015-03-25-01-01-53_denoised_399.mp4,14.944780999,15.944781,16.944781001,wood,scratch,static
2015-03-25-01-01-53_denoised_458.mp4,17.283280999,18.283281,19.283281001,cloth,hit,deform
2015-03-25-01-01-53_denoised_496.mp4,18.818822998999998,19.818823,20.818823001,cloth,hit,static
2015-03-25-01-01-53_denoised_516.mp4,19.607593999,20.607594,21.607594001,cloth,hit,static
2015-03-25-01-01-53_denoised_533.mp4,20.311051999,21.311052,22.311052001,cloth,hit,static
2015-03-25-01-01-53_denoised_594.mp4,22.731425999,23.731426,24.731426001,cloth,hit,deform
2015-03-25-01-01-53_denoised_614.mp4,23.543113999,24.543114,25.543114001,cloth,hit,static
2015-03-25-01-01-53_denoised_654.mp4,25.131530999,26.131531,27.131531001,cloth,hit,static
2015-03-25-01-01-53_denoised_674.mp4,25.950499999,26.9505,27.950500001,cloth,hit,static
2015-03-25-01-01-53_denoised_694.mp4,26.730582999,27.730583,28.730583001,cloth,hit,static
2015-03-25-01-01-53_denoised_704.mp4,27.150697999,28.150698,29.150698001,cloth,hit,static
2015-03-25-01-01-53_denoised_714.mp4,27.550540999,28.550541,29.550541001,cloth,hit,static
2015-03-25-01-01-53_denoised_734.mp4,28.358613999,29.358614,30.358614001,cloth,hit,static
2015-03-25-01-01-53_denoised_755.mp4,29.192040999,30.192041,31.192041001,cloth,hit,rigid-motion
2015-03-25-01-01-53_denoised_765.mp4,29.597415999,30.597416,31.597416001,cloth,hit,static
2015-03-25-01-01-53_denoised_797.mp4,30.858260999,31.858261,32.858261000999995,cloth,hit,static
2015-03-25-01-01-53_denoised_1089.mp4,42.549167999000005,43.549168,44.549168001,cloth,hit,deform
2015-09-29-14-01-09-1_denoised_29.mp4,0.15264599900000006,1.152646,2.152646001,gravel,hit,static
2015-09-29-14-01-09-1_denoised_42.mp4,0.676905999,1.676906,2.676906001,rock,hit,static
2015-09-29-14-01-09-1_denoised_56.mp4,1.2071149989999999,2.207115,3.207115001,None,hit,scatter
2015-09-29-14-01-09-1_denoised_83.mp4,2.2850419989999997,3.285042,4.285042001,rock,hit,static
2015-09-29-14-01-09-1_denoised_97.mp4,2.846999999,3.847,4.847000001,dirt,hit,scatter
2015-09-29-14-01-09-1_denoised_109.mp4,3.321155999,4.321156,5.321156001,dirt,scratch,scatter
2015-09-29-14-01-09-1_denoised_116.mp4,3.6381139989999998,4.638114,5.638114001,gravel,scratch,scatter
2015-09-29-14-01-09-1_denoised_124.mp4,3.9313649990000004,4.931365,5.9313650010000005,dirt,scratch,scatter
2015-09-29-14-01-09-1_denoised_137.mp4,4.452655999,5.452656,6.452656001,None,scratch,scatter
2015-09-29-14-01-09-1_denoised_156.mp4,5.208895999,6.208896,7.208896001,dirt,scratch,scatter
2015-09-29-14-01-09-1_denoised_164.mp4,5.525978999,6.525979,7.5259790010000005,dirt,scratch,scatter
2015-09-29-14-01-09-1_denoised_171.mp4,5.811593999,6.811594,7.8115940010000005,dirt,scratch,scatter
2015-09-29-14-01-09-1_denoised_189.mp4,6.552582999,7.552583,8.552583001,gravel,scratch,scatter
2015-09-29-14-01-09-1_denoised_210.mp4,7.363072999,8.363073,9.363073001,None,scratch,None
2015-09-29-14-01-09-1_denoised_229.mp4,8.138864998999999,9.138865,10.138865001,gravel,scratch,scatter
2015-09-29-14-01-09-1_denoised_245.mp4,8.797062999,9.797063,10.797063001,dirt,hit,static
2015-09-29-14-01-09-1_denoised_258.mp4,9.289510998999999,10.289511,11.289511001,dirt,hit,deform
2015-09-29-14-01-09-1_denoised_283.mp4,10.293738999,11.293739,12.293739001,rock,hit,static
2015-09-29-14-01-09-1_denoised_297.mp4,10.863187998999999,11.863188,12.863188001,rock,hit,scatter
2015-09-29-14-01-09-1_denoised_323.mp4,11.890853998999999,12.890854,13.890854001,rock,hit,static
2015-09-29-14-01-09-1_denoised_336.mp4,12.401884999,13.401885,14.401885001,dirt,hit,scatter
2015-09-29-14-01-09-1_denoised_361.mp4,13.406895999,14.406896,15.406896001,dirt,hit,scatter
2015-09-29-14-01-09-1_denoised_373.mp4,13.900280999,14.900281,15.900281001,rock,hit,static
2015-09-29-14-01-09-1_denoised_385.mp4,14.374405999,15.374406,16.374406001,rock,hit,static
2015-09-29-14-01-09-1_denoised_396.mp4,14.834665999,15.834666,16.834666001,rock,hit,scatter
2015-09-29-14-01-09-1_denoised_408.mp4,15.308656999,16.308657,17.308657001,rock,hit,rigid-motion
2015-09-29-14-01-09-1_denoised_419.mp4,15.759801999,16.759802,17.759802001,dirt,hit,scatter
2015-09-29-14-01-09-1_denoised_430.mp4,16.176551999,17.176552,18.176552001,dirt,scratch,scatter
2015-09-29-14-01-09-1_denoised_443.mp4,16.711030999,17.711031,18.711031001,dirt,scratch,scatter
2015-09-29-14-01-09-1_denoised_455.mp4,17.190770999,18.190771,19.190771001,dirt,hit,rigid-motion
2015-09-29-14-01-09-1_denoised_468.mp4,17.700978999,18.700979,19.700979001,rock,scratch,scatter
2015-09-29-14-01-09-1_denoised_479.mp4,18.156093999,19.156094,20.156094001,rock,hit,scatter
2015-09-29-14-01-09-1_denoised_517.mp4,19.652698999,20.652699,21.652699001,dirt,hit,scatter
2015-09-29-14-01-09-1_denoised_528.mp4,20.111207999,21.111208,22.111208001,rock,hit,static
2015-09-29-14-01-09-1_denoised_541.mp4,20.625197999,21.625198,22.625198001,rock,hit,scatter
2015-09-29-14-01-09-1_denoised_565.mp4,21.562198999,22.562199,23.562199001,rock,hit,scatter
2015-09-29-14-01-09-1_denoised_572.mp4,21.856915998999998,22.856916,23.856916001,rock,hit,static
2015-09-29-13-39-13-92_denoised_35.mp4,0.378926999,1.378927,2.378927001,dirt,hit,scatter
2015-09-29-13-39-13-92_denoised_59.mp4,1.3434059989999998,2.343406,3.343406001,dirt,hit,scatter
2015-09-29-13-39-13-92_denoised_71.mp4,1.8059479989999998,2.805948,3.805948001,dirt,hit,scatter
2015-09-29-13-39-13-92_denoised_82.mp4,2.276999999,3.277,4.277000001,dirt,scratch,scatter
2015-09-29-13-39-13-92_denoised_119.mp4,3.7594899990000004,4.75949,5.7594900010000005,dirt,scratch,scatter
2015-09-29-13-39-13-92_denoised_131.mp4,4.204405999,5.204406,6.204406001,dirt,scratch,deform
2015-09-29-13-39-13-92_denoised_171.mp4,5.823811999,6.823812,7.823812001,dirt,scratch,scatter
2015-09-29-13-39-13-92_denoised_185.mp4,6.389093999,7.389094,8.389094001,dirt,scratch,scatter
2015-09-29-13-39-13-92_denoised_202.mp4,7.0792909989999995,8.079291,9.079291001,dirt,scratch,scatter
2015-09-29-13-39-13-92_denoised_213.mp4,7.491218998999999,8.491219,9.491219001,dirt,scratch,deform
2015-09-29-13-39-13-92_denoised_240.mp4,8.597072999,9.597073,10.597073001,dirt,hit,scatter
2015-09-29-13-39-13-92_denoised_252.mp4,9.067343999,10.067344,11.067344001,dirt,hit,scatter
2015-09-29-13-39-13-92_denoised_264.mp4,9.523238999,10.523239,11.523239001,dirt,hit,scatter
2015-09-29-13-39-13-92_denoised_286.mp4,10.418010999,11.418011,12.418011001,dirt,hit,scatter
2015-09-29-13-39-13-92_denoised_297.mp4,10.857874999,11.857875,12.857875001,dirt,hit,scatter
2015-09-29-13-39-13-92_denoised_308.mp4,11.295478999,12.295479,13.295479001,dirt,hit,scatter
2015-09-29-13-39-13-92_denoised_339.mp4,12.521270999,13.521271,14.521271001,dirt,hit,scatter
2015-09-29-13-39-13-92_denoised_349.mp4,12.928457998999999,13.928458,14.928458001,dirt,hit,scatter
2015-09-29-13-39-13-92_denoised_369.mp4,13.757718999,14.757719,15.757719001,dirt,hit,scatter
2015-09-29-13-39-13-92_denoised_379.mp4,14.158551999,15.158552,16.158552001,dirt,hit,scatter
2015-09-29-13-39-13-92_denoised_390.mp4,14.587614999,15.587615,16.587615001,dirt,hit,scatter
2015-09-29-13-39-13-92_denoised_412.mp4,15.465947999,16.465948,17.465948001,dirt,hit,scatter
2015-09-29-13-39-13-92_denoised_422.mp4,15.876946999000001,16.876947,17.876947001,dirt,scratch,scatter
2015-03-12-19-42-34_denoised_30.mp4,0.17596899900000004,1.175969,2.1759690010000003,paper,hit,static
2015-03-12-19-42-34_denoised_75.mp4,1.965811999,2.965812,3.965812001,paper,hit,static
2015-03-12-19-42-34_denoised_94.mp4,2.757989999,3.75799,4.757990001,paper,hit,static
2015-03-12-19-42-34_denoised_228.mp4,8.097999999,9.098,10.098000001,paper,hit,static
2015-03-12-19-42-34_denoised_249.mp4,8.955291999,9.955292,10.955292001,paper,hit,static
2015-03-12-19-42-34_denoised_268.mp4,9.719499999,10.7195,11.719500001,paper,hit,static
2015-03-12-19-42-34_denoised_310.mp4,11.365238999,12.365239,13.365239001,paper,scratch,rigid-motion
2015-03-12-19-42-34_denoised_318.mp4,11.687541999,12.687542,13.687542001,paper,scratch,None
2015-03-12-19-42-34_denoised_339.mp4,12.521822999,13.521823,14.521823001,paper,hit,rigid-motion
2015-03-12-19-42-34_denoised_360.mp4,13.369937999,14.369938,15.369938001,paper,hit,static
2015-03-12-19-42-34_denoised_381.mp4,14.220530999,15.220531,16.220531001,paper,hit,static
2015-03-12-19-42-34_denoised_427.mp4,16.052072999,17.052073,18.052073001,paper,scratch,static
2015-03-12-19-42-34_denoised_455.mp4,17.188456999,18.188457,19.188457001,paper,scratch,static
2015-03-12-19-42-34_denoised_462.mp4,17.448802999,18.448803,19.448803001,paper,scratch,static
2015-03-12-19-42-34_denoised_478.mp4,18.089686999,19.089687,20.089687001,paper,scratch,static
2015-09-12-04-15-35-689_denoised_140.mp4,4.579593999,5.579594,6.579594001,plastic,hit,rigid-motion
2015-09-12-04-15-35-689_denoised_157.mp4,5.274509999,6.27451,7.274510001,plastic,hit,rigid-motion
2015-09-12-04-15-35-689_denoised_212.mp4,7.456061998999999,8.456062,9.456062001,plastic,hit,rigid-motion
2015-09-12-04-15-35-689_denoised_229.mp4,8.137061999,9.137062,10.137062001,plastic,hit,rigid-motion
2015-09-12-04-15-35-689_denoised_247.mp4,8.879707999,9.879708,10.879708001000001,plastic,hit,rigid-motion
2015-09-12-04-15-35-689_denoised_281.mp4,10.236437999,11.236438,12.236438001,plastic,hit,rigid-motion
2015-09-12-04-15-35-689_denoised_318.mp4,11.687332999,12.687333,13.687333001,plastic,hit,rigid-motion
2015-09-12-04-15-35-689_denoised_335.mp4,12.364416999,13.364417,14.364417001,plastic,hit,rigid-motion
2015-09-12-04-15-35-689_denoised_351.mp4,13.036186999,14.036187,15.036187001,plastic,hit,deform
2015-09-12-04-15-35-689_denoised_371.mp4,13.815364999,14.815365,15.815365001,paper,hit,deform
2015-09-12-04-15-35-689_denoised_405.mp4,15.186175999,16.186176,17.186176001,paper,hit,static
2015-09-12-04-15-35-689_denoised_431.mp4,16.235030999,17.235031,18.235031001,paper,scratch,static
2015-09-12-04-15-35-689_denoised_452.mp4,17.074040999,18.074041,19.074041001,paper,scratch,static
2015-09-12-04-15-35-689_denoised_464.mp4,17.553718999,18.553719,19.553719001,paper,hit,static
2015-09-12-04-15-35-689_denoised_510.mp4,19.365010999,20.365011,21.365011001,paper,hit,static
2015-09-12-04-15-35-689_denoised_524.mp4,19.920239999,20.92024,21.920240001,paper,hit,static
2015-09-12-04-15-35-689_denoised_551.mp4,21.024875999,22.024876,23.024876001,paper,hit,static
2015-09-12-04-15-35-689_denoised_560.mp4,21.392957999,22.392958,23.392958001,paper,scratch,static
2015-09-12-04-15-35-689_denoised_578.mp4,22.116218999,23.116219,24.116219001,paper,hit,static
2015-09-12-04-15-35-689_denoised_607.mp4,23.256000999,24.256001,25.256001001,paper,hit,static
2015-09-12-04-15-35-689_denoised_618.mp4,23.717208999,24.717209,25.717209001,paper,scratch,static
2015-09-12-04-15-35-689_denoised_650.mp4,24.979426999,25.979427,26.979427001,paper,scratch,static
2015-09-12-04-15-35-689_denoised_669.mp4,25.749541999,26.749542,27.749542001000002,paper,scratch,static
2015-09-12-04-15-35-689_denoised_677.mp4,26.052531999,27.052532,28.052532001,paper,scratch,static
2015-09-12-04-15-35-689_denoised_711.mp4,27.428239999,28.42824,29.428240001,paper,scratch,static
2015-09-12-04-15-35-689_denoised_734.mp4,28.326123999,29.326124,30.326124001,paper,scratch,static
2015-09-12-04-15-35-689_denoised_749.mp4,28.923490999,29.923491,30.923491001,paper,hit,static
2015-09-12-04-15-35-689_denoised_764.mp4,29.535977999,30.535978,31.535978001,paper,hit,static
2015-09-12-04-15-35-689_denoised_795.mp4,30.761781999,31.761782,32.76178200099999,paper,hit,static
2015-09-12-04-15-35-689_denoised_805.mp4,31.182448999,32.182449,33.182449000999995,paper,scratch,static
2015-09-12-04-15-35-689_denoised_821.mp4,31.836219998999997,32.83622,33.836220000999994,paper,hit,static
2015-09-12-04-15-35-689_denoised_836.mp4,32.430133999000006,33.430134,34.430134001,paper,hit,static
2015-09-12-04-15-35-689_denoised_862.mp4,33.47106199900001,34.471062,35.471062001,paper,scratch,static
2015-09-12-04-15-35-689_denoised_895.mp4,34.791667999000005,35.791668,36.791668001,paper,hit,deform
2015-09-12-04-15-35-689_denoised_910.mp4,35.38087499900001,36.380875,37.380875001,paper,hit,static
2015-09-12-04-15-35-689_denoised_924.mp4,35.950789999,36.95079,37.950790000999994,paper,hit,static
2015-09-12-04-15-35-689_denoised_1000.mp4,38.966166999,39.966167,40.966167000999995,carpet,hit,static
2015-09-12-04-15-35-689_denoised_1014.mp4,39.530322999000006,40.530323,41.530323001,carpet,scratch,static
2015-09-12-04-15-35-689_denoised_1030.mp4,40.166873999,41.166874,42.166874001,carpet,hit,static
2015-09-12-04-15-35-689_denoised_1044.mp4,40.756000999,41.756001,42.756001000999994,carpet,hit,static
2015-09-12-04-15-35-689_denoised_1071.mp4,41.809176999,42.809177,43.809177000999995,carpet,hit,static
2015-09-12-04-15-35-689_denoised_1085.mp4,42.360427999,43.360428,44.360428000999995,carpet,hit,static
2015-03-25-00-01-05_denoised_34.mp4,0.3560829989999999,1.356083,2.356083001,metal,hit,static
2015-03-25-00-01-05_denoised_52.mp4,1.070947999,2.070948,3.070948001,metal,hit,static
2015-03-25-00-01-05_denoised_116.mp4,3.618155999,4.618156,5.618156001,metal,scratch,static
2015-03-25-00-01-05_denoised_132.mp4,4.2743019989999995,5.274302,6.274302001,metal,scratch,static
2015-03-25-00-01-05_denoised_233.mp4,8.315843999,9.315844,10.315844001,ceramic,scratch,static
2015-03-25-00-01-05_denoised_249.mp4,8.925343999,9.925344,10.925344001000001,ceramic,scratch,rigid-motion
2015-03-25-00-01-05_denoised_264.mp4,9.540458999,10.540459,11.540459001,ceramic,hit,rigid-motion
2015-03-25-00-01-05_denoised_279.mp4,10.140552999,11.140553,12.140553001,None,hit,static
2015-03-25-00-01-05_denoised_293.mp4,10.708239999,11.70824,12.708240001,ceramic,scratch,rigid-motion
2015-03-25-00-01-05_denoised_309.mp4,11.325582999,12.325583,13.325583001,ceramic,hit,static
2015-03-25-00-01-05_denoised_324.mp4,11.931665999,12.931666,13.931666001,ceramic,hit,static
2015-03-25-00-01-05_denoised_340.mp4,12.598301999,13.598302,14.598302001,ceramic,hit,static
2015-03-25-00-01-05_denoised_355.mp4,13.172030999,14.172031,15.172031001,ceramic,hit,static
2015-03-25-00-01-05_denoised_377.mp4,14.056614999,15.056615,16.056615001,paper,hit,rigid-motion
2015-03-25-00-01-05_denoised_392.mp4,14.652760999,15.652761,16.652761001,paper,hit,rigid-motion
2015-03-25-00-01-05_denoised_421.mp4,15.801385999,16.801386,17.801386001,paper,hit,rigid-motion
2015-03-25-00-01-05_denoised_441.mp4,16.611197999,17.611198,18.611198001,paper,hit,rigid-motion
2015-03-25-00-01-05_denoised_545.mp4,20.762114999,21.762115,22.762115001,None,hit,None
2015-03-25-00-01-05_denoised_596.mp4,22.826135999,23.826136,24.826136001000002,paper,hit,rigid-motion
2015-03-25-00-01-05_denoised_629.mp4,24.143769999,25.14377,26.143770001,paper,hit,rigid-motion
2015-03-25-00-01-05_denoised_666.mp4,25.633519999,26.63352,27.633520001,metal,hit,static
2015-03-25-00-01-05_denoised_690.mp4,26.586041999,27.586042,28.586042001,ceramic,hit,rigid-motion
2015-03-25-00-01-05_denoised_702.mp4,27.065394999,28.065395,29.065395001,metal,hit,static
2015-03-25-00-01-05_denoised_721.mp4,27.816176999,28.816177,29.816177001,ceramic,scratch,rigid-motion
2015-03-25-00-01-05_denoised_738.mp4,28.497823999,29.497824,30.497824001,ceramic,hit,rigid-motion
2015-03-25-00-01-05_denoised_755.mp4,29.173989999,30.17399,31.173990001,ceramic,hit,rigid-motion
2015-03-25-00-01-05_denoised_773.mp4,29.904916999,30.904917,31.904917001,ceramic,hit,static
2015-03-25-00-01-05_denoised_790.mp4,30.580613999,31.580614,32.580614000999994,metal,scratch,static
2015-03-25-00-01-05_denoised_806.mp4,31.228530998999997,32.228531,33.22853100099999,metal,hit,static
2015-03-25-00-01-05_denoised_841.mp4,32.617614999000004,33.617615,34.617615001,metal,hit,rigid-motion
2015-03-25-00-01-05_denoised_891.mp4,34.639750999,35.639751,36.63975100099999,ceramic,hit,static
2015-03-25-00-01-05_denoised_910.mp4,35.390220999,36.390221,37.39022100099999,ceramic,hit,rigid-motion
2015-09-24-15-43-24-232_denoised_33.mp4,0.31282299900000005,1.312823,2.312823001,wood,hit,static
2015-09-24-15-43-24-232_denoised_44.mp4,0.7399689990000001,1.739969,2.7399690010000004,wood,hit,static
2015-09-24-15-43-24-232_denoised_55.mp4,1.1883539989999998,2.188354,3.188354001,wood,hit,static
2015-09-24-15-43-24-232_denoised_77.mp4,2.069541999,3.069542,4.069542001,wood,hit,deform
2015-09-24-15-43-24-232_denoised_89.mp4,2.535228999,3.535229,4.535229001,wood,hit,static
2015-09-24-15-43-24-232_denoised_114.mp4,3.539072999,4.539073,5.539073001,wood,hit,static
2015-09-24-15-43-24-232_denoised_126.mp4,4.026791999,5.026792,6.0267920010000005,wood,hit,rigid-motion
2015-09-24-15-43-24-232_denoised_180.mp4,6.175916999,7.175917,8.175917001,wood,hit,scatter
2015-09-24-15-43-24-232_denoised_191.mp4,6.6057499989999995,7.60575,8.605750001,wood,hit,static
2015-09-24-15-43-24-232_denoised_201.mp4,7.017530999,8.017531,9.017531001,wood,hit,static
2015-09-24-15-43-24-232_denoised_234.mp4,8.320957998999999,9.320958,10.320958001,wood,hit,scatter
2015-09-24-15-43-24-232_denoised_255.mp4,9.192978999,10.192979,11.192979001,dirt,hit,None
2015-09-24-15-43-24-232_denoised_265.mp4,9.583728999,10.583729,11.583729001,dirt,hit,static
2015-09-24-15-43-24-232_denoised_276.mp4,10.036759999,11.03676,12.036760001,wood,hit,scatter
2015-09-24-15-43-24-232_denoised_288.mp4,10.486437999,11.486438,12.486438001,wood,hit,static
2015-09-24-15-43-24-232_denoised_298.mp4,10.901634999,11.901635,12.901635001,dirt,hit,scatter
2015-09-24-15-43-24-232_denoised_308.mp4,11.312530999,12.312531,13.312531001,dirt,hit,scatter
2015-09-24-15-43-24-232_denoised_330.mp4,12.164676999,13.164677,14.164677001,wood,hit,static
2015-09-24-15-43-24-232_denoised_361.mp4,13.408864999,14.408865,15.408865001,dirt,hit,scatter
2015-02-21-17-33-03_denoised_67.mp4,1.648603999,2.648604,3.6486040010000003,wood,hit,static
2015-02-21-17-33-03_denoised_91.mp4,2.611426999,3.611427,4.611427001,wood,hit,static
2015-02-21-17-33-03_denoised_114.mp4,3.558332999,4.558333,5.558333001,wood,hit,static
2015-02-21-17-33-03_denoised_137.mp4,4.475718999,5.475719,6.475719001,wood,hit,static
2015-02-21-17-33-03_denoised_190.mp4,6.592926999,7.592927,8.592927001,wood,scratch,static
2015-02-21-17-33-03_denoised_216.mp4,7.626551999,8.626552,9.626552001,wood,scratch,static
